groups	cs_A	cs_B	cs_D
OG0012063	TraesCS3A02G372300.1	TraesCS3B02G404700.1	TraesCS3D02G365100.1
OG0012064	TraesCS3A02G372400.2	TraesCS3B02G404800.2	TraesCS3D02G365200.3
OG0012065	TraesCS3A02G372500.1	TraesCS3B02G404900.1	TraesCS3D02G365400.1
OG0012066	TraesCS3A02G372600.1	TraesCS3B02G405000.1	TraesCS3D02G365600.1
OG0012067	TraesCS3A02G372700.1	TraesCS3B02G405100.1	TraesCS3D02G365700.1
OG0012068	TraesCS3A02G373000.1	TraesCS3B02G405300.1	TraesCS3D02G365900.1
OG0012069	TraesCS3A02G373500.1	TraesCS3B02G405800.1	TraesCS3D02G366300.1
OG0012070	TraesCS3A02G373900.1	TraesCS3B02G406100.1	TraesCS3D02G366600.1
OG0012071	TraesCS3A02G374000.2	TraesCS3B02G406200.2	TraesCS3D02G366700.2
OG0012072	TraesCS3A02G374100.1	TraesCS3B02G406300.1	TraesCS3D02G366800.1
OG0012073	TraesCS3A02G374200.1	TraesCS3B02G406400.1	TraesCS3D02G366900.1
OG0012074	TraesCS3A02G375100.1	TraesCS3B02G407300.1	TraesCS3D02G367600.1
OG0012075	TraesCS3A02G375200.3	TraesCS3B02G407400.2	TraesCS3D02G367700.1
OG0012076	TraesCS3A02G375300.1	TraesCS3B02G407500.1	TraesCS3D02G367800.1
OG0012077	TraesCS3A02G375400.1	TraesCS3B02G407600.1	TraesCS3D02G367900.1
OG0012078	TraesCS3A02G375500.1	TraesCS3B02G407700.1	TraesCS3D02G368000.1
OG0012079	TraesCS3A02G375600.1	TraesCS3B02G407800.1	TraesCS3D02G368100.1
OG0012080	TraesCS3A02G375700.1	TraesCS3B02G407900.1	TraesCS3D02G368200.1
OG0012081	TraesCS3A02G375800.1	TraesCS3B02G408100.1	TraesCS3D02G368300.1
OG0012082	TraesCS3A02G375900.1	TraesCS3B02G408200.1	TraesCS3D02G368400.1
OG0012083	TraesCS3A02G376000.1	TraesCS3B02G408300.1	TraesCS3D02G368500.1
OG0012084	TraesCS3A02G376100.1	TraesCS3B02G408400.1	TraesCS3D02G368600.1
OG0012085	TraesCS3A02G376200.1	TraesCS3B02G408600.1	TraesCS3D02G368900.1
OG0012086	TraesCS3A02G376300.3	TraesCS3B02G408800.3	TraesCS3D02G369100.1
OG0012087	TraesCS3A02G376400.1	TraesCS3B02G408900.1	TraesCS3D02G369200.1
OG0012088	TraesCS3A02G376500.3	TraesCS3B02G575800.1	TraesCS3D02G369300.1
OG0012089	TraesCS3A02G376700.1	TraesCS3B02G409200.1	TraesCS3D02G369600.1
OG0012090	TraesCS3A02G376800.1	TraesCS3B02G409300.2	TraesCS3D02G369800.1
OG0012091	TraesCS3A02G376900.1	TraesCS3B02G409400.1	TraesCS3D02G370000.1
OG0012092	TraesCS3A02G377000.1	TraesCS3B02G409600.1	TraesCS3D02G370100.1
OG0012093	TraesCS3A02G377100.1	TraesCS3B02G409700.1	TraesCS3D02G370200.1
OG0012094	TraesCS3A02G377200.1	TraesCS1B02G327700.1	TraesCS3D02G370300.1
OG0012095	TraesCS3A02G377500.1	TraesCS3B02G410300.1	TraesCS3D02G370600.1
OG0012096	TraesCS3A02G377700.2	TraesCS3B02G410500.1	TraesCS3D02G370800.1
OG0012097	TraesCS3A02G377900.1	TraesCS3B02G410700.1	TraesCS3D02G371100.1
OG0012098	TraesCS3A02G378100.1	TraesCS3B02G410900.1	TraesCS3D02G371400.1
OG0012099	TraesCS3A02G378300.1	TraesCS3B02G411000.1	TraesCS3D02G371600.1
OG0012100	TraesCS3A02G378400.1	TraesCS3B02G411100.1	TraesCS3D02G371700.1
OG0012101	TraesCS3A02G378600.1	TraesCS3B02G411200.1	TraesCS3D02G371800.1
OG0012102	TraesCS3A02G378700.1	TraesCS3B02G411300.1	TraesCS3D02G371900.1
OG0012103	TraesCS3A02G378800.1	TraesCS3B02G411500.3	TraesCS3D02G372200.1
OG0012104	TraesCS3A02G379000.1	TraesCS3B02G411900.1	TraesCS3D02G372500.1
OG0012105	TraesCS3A02G379100.1	TraesCS3B02G412000.1	TraesCS3D02G372600.1
OG0012106	TraesCS3A02G379700.1	TraesCS3B02G412300.1	TraesCS3D02G372700.1
OG0012107	TraesCS3A02G379800.1	TraesCS3B02G412400.1	TraesCS3D02G372800.1
OG0012108	TraesCS3A02G379900.1	TraesCS3B02G412500.1	TraesCS3D02G372900.1
OG0012109	TraesCS3A02G380400.1	TraesCS3B02G413000.1	TraesCS3D02G373500.1
OG0012110	TraesCS3A02G380500.1	TraesCS3B02G413100.1	TraesCS3D02G373600.1
OG0012111	TraesCS3A02G380600.1	TraesCS3B02G413200.1	TraesCS3D02G373700.1
OG0012112	TraesCS3A02G380700.4	TraesCS3B02G413400.1	TraesCS3D02G373800.1
OG0012113	TraesCS3A02G380800.2	TraesCS3B02G413500.3	TraesCS3D02G374000.1
OG0012114	TraesCS3A02G381000.1	TraesCS3B02G413700.1	TraesCS3D02G374200.1
OG0012115	TraesCS3A02G381100.1	TraesCS3B02G413800.1	TraesCS3D02G374300.1
OG0012116	TraesCS3A02G381200.3	TraesCS3B02G413900.1	TraesCS3D02G374400.1
OG0012117	TraesCS3A02G381300.1	TraesCS3B02G414000.1	TraesCS3D02G374500.1
OG0012118	TraesCS3A02G381400.1	TraesCS3B02G414100.1	TraesCS3D02G374600.1
OG0012119	TraesCS3A02G381500.5	TraesCS3B02G414200.1	TraesCS3D02G374700.1
OG0012120	TraesCS3A02G381800.1	TraesCS3B02G414400.1	TraesCS3D02G374900.1
OG0012121	TraesCS3A02G381900.1	TraesCS3B02G414500.1	TraesCS3D02G375000.1
OG0012122	TraesCS3A02G382000.1	TraesCS3B02G414600.1	TraesCS3D02G375100.1
OG0012123	TraesCS3A02G382200.1	TraesCS3B02G414900.1	TraesCS3D02G375800.1
OG0012124	TraesCS3A02G383000.1	TraesCS4B02G195500.1	TraesCS4D02G195900.1
OG0012125	TraesCS3A02G383400.2	TraesCS3B02G415800.1	TraesCS3D02G376500.1
OG0012126	TraesCS3A02G383500.1	TraesCS3B02G415900.1	TraesCS3D02G376600.1
OG0012127	TraesCS3A02G383600.1	TraesCS3B02G416000.1	TraesCS3D02G376700.1
OG0012128	TraesCS3A02G383700.1	TraesCS3B02G416100.1	TraesCS3D02G376800.1
OG0012129	TraesCS3A02G384200.2	TraesCS3B02G416200.1	TraesCS3D02G377100.1
OG0012130	TraesCS3A02G384300.1	TraesCS3B02G416300.1	TraesCS3D02G377200.1
OG0012131	TraesCS3A02G384400.1	TraesCS3B02G416400.1	TraesCS3D02G377300.1
OG0012132	TraesCS3A02G384600.1	TraesCS3B02G416500.1	TraesCS3D02G377500.1
OG0012133	TraesCS3A02G384800.1	TraesCS3B02G416800.1	TraesCS3D02G377600.1
OG0012134	TraesCS3A02G384900.1	TraesCS3B02G416900.1	TraesCS3D02G377700.1
OG0012135	TraesCS3A02G385400.1	TraesCS3B02G417600.1	TraesCS3D02G378400.1
OG0012136	TraesCS3A02G385500.1	TraesCS3B02G417700.5	TraesCS3D02G378500.6
OG0012137	TraesCS3A02G385600.1	TraesCS3B02G417800.1	TraesCS3D02G378700.1
OG0012138	TraesCS3A02G385700.1	TraesCS3B02G417900.1	TraesCS3D02G378800.1
OG0012139	TraesCS3A02G385900.1	TraesCS3B02G418000.1	TraesCS3D02G378900.1
OG0012140	TraesCS3A02G386000.1	TraesCS3B02G418100.1	TraesCS3D02G379000.1
OG0012141	TraesCS3A02G386100.3	TraesCS3B02G418200.1	TraesCS3D02G379100.3
OG0012142	TraesCS3A02G386400.1	TraesCS3B02G418500.1	TraesCS3D02G379400.1
OG0012143	TraesCS3A02G386500.1	TraesCS3B02G418600.1	TraesCS3D02G379500.1
OG0012144	TraesCS3A02G386700.1	TraesCS3B02G422100.1	TraesCS3D02G382400.1
OG0012145	TraesCS3A02G387300.1	TraesCS3B02G421500.3	TraesCS3D02G382000.1
OG0012146	TraesCS3A02G387500.1	TraesCS3B02G421300.1	TraesCS3D02G381900.1
OG0012147	TraesCS3A02G387600.1	TraesCS3B02G421200.1	TraesCS3D02G381800.1
OG0012148	TraesCS3A02G387700.1	TraesCS3B02G421100.1	TraesCS3D02G381700.1
OG0012149	TraesCS3A02G387800.1	TraesCS3B02G421000.1	TraesCS3D02G381600.1
OG0012150	TraesCS3A02G388000.1	TraesCS3B02G420700.1	TraesCS3D02G381500.1
OG0012151	TraesCS3A02G388100.1	TraesCS3B02G420600.1	TraesCS3D02G381400.1
OG0012152	TraesCS3A02G388200.1	TraesCS3B02G420500.1	TraesCS3D02G381300.1
OG0012153	TraesCS3A02G388400.1	TraesCS3B02G420400.2	TraesCS3D02G381200.1
OG0012154	TraesCS3A02G388500.1	TraesCS3B02G420300.1	TraesCS3D02G381100.1
OG0012155	TraesCS3A02G388800.1	TraesCS3B02G419900.1	TraesCS3D02G380800.1
OG0012156	TraesCS3A02G389000.1	TraesCS3B02G419600.1	TraesCS3D02G380500.1
OG0012157	TraesCS3A02G389100.3	TraesCS3B02G419700.1	TraesCS3D02G380600.1
OG0012158	TraesCS3A02G389200.1	TraesCS3B02G419800.1	TraesCS3D02G380700.1
OG0012159	TraesCS3A02G389400.1	TraesCS3B02G419400.1	TraesCS3D02G380400.1
OG0012160	TraesCS3A02G389500.1	TraesCS3B02G419300.1	TraesCS3D02G380200.1
OG0012161	TraesCS3A02G389600.1	TraesCS3B02G419200.1	TraesCS3D02G380100.1
OG0012162	TraesCS3A02G389700.1	TraesCS3B02G419100.1	TraesCS3D02G380000.1
OG0012163	TraesCS3A02G389800.1	TraesCS3B02G419000.1	TraesCS3D02G379900.1
OG0012164	TraesCS3A02G389900.2	TraesCS3B02G418900.1	TraesCS3D02G379800.1
OG0012165	TraesCS3A02G390000.1	TraesCS3B02G418800.1	TraesCS3D02G379700.1
OG0012166	TraesCS3A02G390100.1	TraesCS3B02G418700.1	TraesCS3D02G379600.1
OG0012167	TraesCS3A02G390200.1	TraesCS3B02G422200.1	TraesCS3D02G382500.1
OG0012168	TraesCS3A02G390700.1	TraesCS3B02G422500.1	TraesCS3D02G383300.1
OG0012169	TraesCS3A02G390800.2	TraesCS3B02G422600.2	TraesCS3D02G383400.1
OG0012170	TraesCS3A02G390900.1	TraesCS3B02G422700.1	TraesCS3D02G383500.2
OG0012171	TraesCS3A02G391000.1	TraesCS3B02G422800.1	TraesCS3D02G383600.1
OG0012172	TraesCS3A02G391300.1	TraesCS3B02G423500.1	TraesCS3D02G384300.1
OG0012173	TraesCS3A02G391400.1	TraesCS3B02G423300.1	TraesCS3D02G384200.1
OG0012174	TraesCS3A02G391600.1	TraesCS3B02G423600.1	TraesCS3D02G384500.2
OG0012175	TraesCS3A02G391700.1	TraesCS3B02G423700.1	TraesCS3D02G384600.1
OG0012176	TraesCS3A02G391800.1	TraesCS3B02G423800.1	TraesCS3D02G384700.1
OG0012177	TraesCS3A02G392100.1	TraesCS3B02G424100.2	TraesCS3D02G385200.2
OG0012178	TraesCS3A02G392200.1	TraesCS3B02G424200.2	TraesCS3D02G385300.1
OG0012179	TraesCS3A02G393000.1	TraesCS3B02G424900.1	TraesCS3D02G385800.1
OG0012180	TraesCS3A02G393400.1	TraesCS3B02G425400.1	TraesCS3D02G386400.1
OG0012181	TraesCS3A02G393500.1	TraesCS3B02G425500.1	TraesCS3D02G387200.1
OG0012182	TraesCS3A02G393700.1	TraesCS3B02G425600.1	TraesCS4D02G351600.1
OG0012183	TraesCS3A02G393900.1	TraesCS3B02G425900.1	TraesCS3D02G387600.1
OG0012184	TraesCS3A02G394000.1	TraesCS3B02G426000.1	TraesCS3D02G387800.1
OG0012185	TraesCS3A02G394100.1	TraesCS3B02G426100.1	TraesCS3D02G387900.1
OG0012186	TraesCS3A02G394400.1	TraesCS3B02G426400.3	TraesCS3D02G388200.1
OG0012187	TraesCS3A02G394500.1	TraesCS3B02G426500.1	TraesCS3D02G388300.1
OG0012188	TraesCS3A02G394600.1	TraesCS3B02G426600.1	TraesCS3D02G388400.1
OG0012189	TraesCS3A02G394700.2	TraesCS3B02G426700.1	TraesCS3D02G388500.2
OG0012190	TraesCS3A02G394800.1	TraesCS3B02G426800.1	TraesCS3D02G388600.2
OG0012191	TraesCS3A02G395000.1	TraesCS3B02G426900.1	TraesCS3D02G388700.1
OG0012192	TraesCS3A02G395200.1	TraesCS3B02G427000.1	TraesCS3D02G388800.1
OG0012193	TraesCS3A02G395300.1	TraesCS3B02G427100.1	TraesCS3D02G388900.1
OG0012194	TraesCS3A02G395400.1	TraesCS3B02G427200.2	TraesCS3D02G389000.2
OG0012195	TraesCS3A02G395500.1	TraesCS3B02G427300.1	TraesCS3D02G389100.1
OG0012196	TraesCS3A02G395600.1	TraesCS3B02G427400.1	TraesCS3D02G389200.1
OG0012197	TraesCS3A02G395700.1	TraesCS3B02G427500.1	TraesCS3D02G389300.1
OG0012198	TraesCS3A02G395800.1	TraesCS3B02G427600.1	TraesCS3D02G389400.1
OG0012199	TraesCS3A02G395900.1	TraesCS3B02G427900.1	TraesCS3D02G389800.1
OG0012200	TraesCS3A02G396000.1	TraesCS3B02G428000.1	TraesCS3D02G390000.1
OG0012201	TraesCS3A02G396100.1	TraesCS3B02G428100.1	TraesCS3D02G390100.1
OG0012202	TraesCS3A02G396200.1	TraesCS3B02G428200.1	TraesCS3D02G390200.1
OG0012203	TraesCS3A02G396300.1	TraesCS3B02G428300.1	TraesCS3D02G390300.1
OG0012204	TraesCS3A02G396400.1	TraesCS3B02G428400.1	TraesCS3D02G390400.1
OG0012205	TraesCS3A02G396500.1	TraesCS3B02G428500.1	TraesCS3D02G390500.1
OG0012206	TraesCS3A02G397000.1	TraesCS3B02G429000.1	TraesCS3D02G390900.1
OG0012207	TraesCS3A02G397100.1	TraesCS3B02G429100.1	TraesCS3D02G391000.1
OG0012208	TraesCS3A02G397300.1	TraesCS3B02G429200.1	TraesCS3D02G391100.1
OG0012209	TraesCS3A02G397400.1	TraesCS3B02G429300.1	TraesCS3D02G391200.1
OG0012210	TraesCS3A02G397500.1	TraesCS3B02G429400.2	TraesCS3D02G391300.2
OG0012211	TraesCS3A02G397700.1	TraesCS3B02G429600.1	TraesCS3D02G391600.1
OG0012212	TraesCS3A02G397800.1	TraesCS3B02G429700.2	TraesCS3D02G391700.3
OG0012213	TraesCS3A02G398000.1	TraesCS3B02G430000.2	TraesCS3D02G391900.1
OG0012214	TraesCS3A02G398200.1	TraesCS3B02G430200.1	TraesCS3D02G392200.1
OG0012215	TraesCS3A02G398300.1	TraesCS3B02G430300.1	TraesCS3D02G392300.1
OG0012216	TraesCS3A02G398400.2	TraesCS3B02G430400.1	TraesCS3D02G392400.1
OG0012217	TraesCS3A02G398500.1	TraesCS3B02G430900.1	TraesCS3D02G392600.1
OG0012218	TraesCS3A02G398600.1	TraesCS3B02G431000.2	TraesCS3D02G392700.1
OG0012219	TraesCS3A02G398800.1	TraesCS3B02G431100.1	TraesCS3D02G392800.1
OG0012220	TraesCS3A02G398900.1	TraesCS3B02G431200.1	TraesCS3D02G392900.1
OG0012221	TraesCS3A02G399000.1	TraesCS3B02G432000.1	TraesCS3D02G393200.2
OG0012222	TraesCS3A02G399100.1	TraesCS3B02G432100.1	TraesCS3D02G393300.1
OG0012223	TraesCS3A02G399200.1	TraesCS3B02G432200.1	TraesCS3D02G393400.1
OG0012224	TraesCS3A02G399300.1	TraesCS3B02G432300.1	TraesCS3D02G393500.1
OG0012225	TraesCS3A02G399500.1	TraesCS3B02G432400.1	TraesCS3D02G393600.2
OG0012226	TraesCS3A02G399600.2	TraesCS3B02G432600.1	TraesCS3D02G393700.2
OG0012227	TraesCS3A02G399700.1	TraesCS3B02G432700.1	TraesCS3D02G393800.1
OG0012228	TraesCS3A02G399900.1	TraesCS3B02G432900.1	TraesCS3D02G394100.1
OG0012229	TraesCS3A02G400200.1	TraesCS3B02G433200.1	TraesCS3D02G394400.1
OG0012230	TraesCS3A02G400400.1	TraesCS3B02G433400.1	TraesCS3D02G394800.1
OG0012231	TraesCS3A02G400500.1	TraesCS3B02G433500.1	TraesCS3D02G394900.2
OG0012232	TraesCS3A02G400600.1	TraesCS3B02G433600.1	TraesCS3D02G395000.1
OG0012234	TraesCS3A02G401400.1	TraesCS3B02G434300.1	TraesCS3D02G396200.1
OG0012235	TraesCS3A02G401500.1	TraesCS3B02G434400.1	TraesCS3D02G396300.1
OG0012236	TraesCS3A02G401600.1	TraesCS3B02G434500.1	TraesCS3D02G396400.1
OG0012237	TraesCS3A02G402100.1	TraesCS3B02G435200.2	TraesCS3D02G397000.2
OG0012238	TraesCS3A02G402200.1	TraesCS3B02G435600.1	TraesCS3D02G397100.2
OG0012239	TraesCS3A02G402300.1	TraesCS3B02G435700.1	TraesCS3D02G397200.1
OG0012240	TraesCS3A02G402400.1	TraesCS3B02G435800.1	TraesCS3D02G397400.1
OG0012241	TraesCS3A02G402500.2	TraesCS3B02G435900.3	TraesCS3D02G397500.1
OG0012242	TraesCS3A02G402700.1	TraesCS3B02G436300.1	TraesCS3D02G397700.1
OG0012243	TraesCS3A02G402900.1	TraesCS3B02G436400.1	TraesCS3D02G397800.1
OG0012244	TraesCS3A02G403000.1	TraesCS3B02G436800.1	TraesCS3D02G397900.1
OG0012245	TraesCS3A02G403100.1	TraesCS3B02G436600.1	TraesCS3D02G398000.1
OG0012246	TraesCS3A02G403200.1	TraesCS3B02G436500.2	TraesCS3D02G398100.1
OG0012247	TraesCS3A02G403300.1	TraesCS3B02G436900.1	TraesCS3D02G398200.1
OG0012248	TraesCS3A02G403400.1	TraesCS3B02G437000.1	TraesCS3D02G398300.1
OG0012249	TraesCS3A02G403600.1	TraesCS3B02G437100.1	TraesCS3D02G398800.2
OG0012250	TraesCS3A02G403700.1	TraesCS3B02G437200.1	TraesCS3D02G398900.1
OG0012251	TraesCS3A02G403800.1	TraesCS3B02G437300.1	TraesCS3D02G399000.1
OG0012252	TraesCS3A02G403900.1	TraesCS3B02G437400.1	TraesCS3D02G399100.1
OG0012253	TraesCS3A02G404000.1	TraesCS3B02G437500.1	TraesCS3D02G399200.1
OG0012254	TraesCS3A02G404100.1	TraesCS3B02G437600.1	TraesCS3D02G399300.1
OG0012255	TraesCS3A02G404200.1	TraesCS3B02G437700.1	TraesCS3D02G399400.1
OG0012256	TraesCS3A02G404300.1	TraesCS3B02G437800.1	TraesCS3D02G399500.2
OG0012257	TraesCS3A02G404400.1	TraesCS3B02G437900.1	TraesCS3D02G399600.1
OG0012258	TraesCS3A02G404500.1	TraesCS3B02G438000.1	TraesCS3D02G399700.1
OG0012259	TraesCS3A02G404600.1	TraesCS3B02G438300.1	TraesCS3D02G399900.1
OG0012260	TraesCS3A02G404700.2	TraesCS3B02G438400.1	TraesCS3D02G400000.1
OG0012261	TraesCS3A02G404800.1	TraesCS3B02G438500.1	TraesCS3D02G400200.1
OG0012262	TraesCS3A02G404900.1	TraesCS7B02G251500.1	TraesCS3D02G400300.1
OG0012263	TraesCS3A02G405000.1	TraesCS3B02G438700.1	TraesCS3D02G400400.1
OG0012264	TraesCS3A02G405100.2	TraesCS3B02G438800.1	TraesCS3D02G400500.1
OG0012265	TraesCS3A02G405400.1	TraesCS3B02G439100.1	TraesCS3D02G400600.1
OG0012266	TraesCS3A02G405500.1	TraesCS3B02G439200.1	TraesCS3D02G400700.1
OG0012267	TraesCS3A02G405900.6	TraesCS3B02G439500.4	TraesCS3D02G401100.5
OG0012268	TraesCS3A02G406000.1	TraesCS3B02G439600.1	TraesCS3D02G401200.1
OG0012269	TraesCS3A02G406100.1	TraesCS3B02G439800.3	TraesCS3D02G401300.2
OG0012270	TraesCS3A02G406200.1	TraesCS3B02G439900.1	TraesCS3D02G401400.1
OG0012271	TraesCS3A02G406400.2	TraesCS3B02G440100.1	TraesCS3D02G401600.2
OG0012272	TraesCS3A02G406600.1	TraesCS3B02G440300.1	TraesCS3D02G401800.1
OG0012273	TraesCS3A02G407200.1	TraesCS3B02G441000.1	TraesCS3D02G402500.1
OG0012274	TraesCS3A02G407300.1	TraesCS3B02G440900.1	TraesCS3D02G402600.1
OG0012275	TraesCS3A02G407400.1	TraesCS3B02G440800.1	TraesCS3D02G402700.1
OG0012276	TraesCS3A02G407500.2	TraesCS3B02G440700.2	TraesCS3D02G402800.1
OG0012277	TraesCS3A02G407700.1	TraesCS3B02G440600.2	TraesCS3D02G402900.2
OG0012278	TraesCS3A02G408000.1	TraesCS3B02G441600.1	TraesCS3D02G403100.1
OG0012279	TraesCS3A02G408100.1	TraesCS3B02G441700.1	TraesCS3D02G403200.1
OG0012280	TraesCS3A02G408200.1	TraesCS3B02G441800.1	TraesCS3D02G403300.1
OG0012281	TraesCS3A02G408300.1	TraesCS3B02G442000.1	TraesCS3D02G403400.1
OG0012282	TraesCS3A02G408400.1	TraesCS3B02G442100.1	TraesCS3D02G403500.1
OG0012283	TraesCS3A02G409700.1	TraesCS3B02G442800.1	TraesCS3D02G404300.1
OG0012284	TraesCS3A02G409800.1	TraesCS3B02G442900.1	TraesCS3D02G404400.1
OG0012285	TraesCS3A02G409900.1	TraesCS3B02G443000.1	TraesCS3D02G404800.2
OG0012286	TraesCS3A02G410600.1	TraesCS3B02G443900.1	TraesCS3D02G405200.1
OG0012287	TraesCS3A02G411400.1	TraesCS3B02G444800.1	TraesCS3D02G405700.1
OG0012289	TraesCS3A02G411700.1	TraesCS3B02G445200.1	TraesCS3D02G405900.1
OG0012290	TraesCS3A02G412300.1	TraesCS3B02G446000.1	TraesCS3D02G406700.1
OG0012291	TraesCS3A02G412600.3	TraesCS3B02G447000.1	TraesCS3D02G407300.2
OG0012292	TraesCS3A02G412700.1	TraesCS3B02G447100.1	TraesCS3D02G407400.1
OG0012293	TraesCS3A02G412800.1	TraesCS3B02G447200.1	TraesCS3D02G407500.1
OG0012294	TraesCS3A02G413300.1	TraesCS3B02G447600.2	TraesCS3D02G407800.2
OG0012295	TraesCS3A02G413400.1	TraesCS3B02G447800.1	TraesCS3D02G407900.1
OG0012296	TraesCS3A02G413900.1	TraesCS3B02G448700.1	TraesCS3D02G408400.1
OG0012297	TraesCS3A02G414000.1	TraesCS3B02G448800.1	TraesCS3D02G408500.1
OG0012298	TraesCS3A02G414100.4	TraesCS3B02G448900.1	TraesCS3D02G408600.1
OG0012299	TraesCS3A02G414200.1	TraesCS3B02G449000.1	TraesCS3D02G408700.2
OG0012300	TraesCS3A02G414300.1	TraesCS3B02G449100.1	TraesCS3D02G408800.1
OG0012301	TraesCS3A02G414400.2	TraesCS3B02G449200.1	TraesCS3D02G408900.1
OG0012302	TraesCS3A02G414500.1	TraesCS3B02G449600.1	TraesCS3D02G409100.1
OG0012303	TraesCS3A02G415100.1	TraesCS3B02G450200.1	TraesCS3D02G410200.1
OG0012304	TraesCS3A02G415200.1	TraesCS3B02G450300.1	TraesCS3D02G410300.2
OG0012305	TraesCS3A02G415300.1	TraesCS3B02G450500.1	TraesCS3D02G411100.1
OG0012306	TraesCS3A02G415400.2	TraesCS3B02G450600.3	TraesCS3D02G411200.6
OG0012307	TraesCS3A02G415500.1	TraesCS3B02G450900.1	TraesCS3D02G411300.1
OG0012308	TraesCS3A02G415900.1	TraesCS3B02G451100.1	TraesCS3D02G411600.1
OG0012309	TraesCS3A02G416100.1	TraesCS3B02G451200.2	TraesCS3D02G411800.1
OG0012310	TraesCS3A02G416700.1	TraesCS3B02G451700.2	TraesCS3D02G412200.1
OG0012311	TraesCS3A02G416800.1	TraesCS3B02G451800.1	TraesCS3D02G412300.1
OG0012312	TraesCS3A02G416900.1	TraesCS3B02G451900.1	TraesCS3D02G412400.2
OG0012313	TraesCS3A02G417100.1	TraesCS3B02G452000.1	TraesCS3D02G412600.1
OG0012314	TraesCS3A02G417200.1	TraesCS3B02G452100.1	TraesCS3D02G412700.2
OG0012315	TraesCS3A02G417300.1	TraesCS3B02G452200.1	TraesCS3D02G412800.1
OG0012316	TraesCS3A02G417500.1	TraesCS3B02G452400.1	TraesCS3D02G413000.1
OG0012317	TraesCS3A02G417600.1	TraesCS3B02G452800.4	TraesCS3D02G413200.4
OG0012318	TraesCS3A02G417700.1	TraesCS3B02G452900.1	TraesCS3D02G413300.1
OG0012319	TraesCS3A02G417900.2	TraesCS3B02G453100.2	TraesCS3D02G413400.3
OG0012320	TraesCS3A02G418000.1	TraesCS3B02G453200.2	TraesCS3D02G413500.1
OG0012321	TraesCS3A02G418100.1	TraesCS3B02G453300.1	TraesCS3D02G413700.1
OG0012322	TraesCS3A02G418300.1	TraesCS3B02G453500.1	TraesCS3D02G413800.1
OG0012323	TraesCS3A02G418400.1	TraesCS3B02G453600.1	TraesCS3D02G413900.1
OG0012324	TraesCS3A02G418500.1	TraesCS3B02G453700.1	TraesCS3D02G414000.1
OG0012325	TraesCS3A02G418600.1	TraesCS3B02G453800.2	TraesCS3D02G414200.1
OG0012326	TraesCS3A02G418900.1	TraesCS3B02G454200.1	TraesCS3D02G414500.2
OG0012327	TraesCS3A02G419200.1	TraesCS3B02G454500.1	TraesCS3D02G414900.1
OG0012328	TraesCS3A02G419300.1	TraesCS3B02G454600.1	TraesCS3D02G415000.1
OG0012329	TraesCS3A02G419900.1	TraesCS3B02G455300.2	TraesCS3D02G415500.1
OG0012330	TraesCS3A02G420000.1	TraesCS3B02G455400.1	TraesCS3D02G415600.1
OG0012331	TraesCS3A02G420400.2	TraesCS3B02G455800.1	TraesCS3D02G416200.1
OG0012332	TraesCS3A02G420500.1	TraesCS3B02G455900.1	TraesCS3D02G416100.1
OG0012333	TraesCS3A02G420800.1	TraesCS3B02G456300.1	TraesCS3D02G416300.1
OG0012334	TraesCS3A02G420900.1	TraesCS3B02G456400.1	TraesCS3D02G416400.1
OG0012335	TraesCS3A02G421100.1	TraesCS3B02G456900.1	TraesCS3D02G416800.1
OG0012336	TraesCS3A02G421400.1	TraesCS3B02G457400.1	TraesCS3D02G417300.2
OG0012337	TraesCS3A02G421600.2	TraesCS3B02G457200.1	TraesCS3D02G417100.2
OG0012338	TraesCS3A02G421700.1	TraesCS2B02G617000.1	TraesCS2D02G567100.1
OG0012339	TraesCS3A02G422000.2	TraesCS3B02G457500.1	TraesCS3D02G417400.1
OG0012340	TraesCS3A02G422100.1	TraesCS3B02G457600.1	TraesCS3D02G417500.1
OG0012341	TraesCS3A02G422600.1	TraesCS3B02G457900.1	TraesCS3D02G417800.1
OG0012342	TraesCS3A02G422700.1	TraesCS3B02G458000.1	TraesCS3D02G417900.1
OG0012343	TraesCS3A02G423000.1	TraesCS3B02G458600.1	TraesCS3D02G418200.1
OG0012344	TraesCS3A02G423100.1	TraesCS3B02G458700.1	TraesCS3D02G418300.1
OG0012345	TraesCS3A02G423200.1	TraesCS3B02G458800.4	TraesCS3D02G418400.4
OG0012346	TraesCS3A02G423300.1	TraesCS6B02G268800.1	TraesCS4D02G070000.1
OG0012347	TraesCS3A02G423800.1	TraesCS3B02G459700.1	TraesCS3D02G419000.1
OG0012348	TraesCS3A02G423900.1	TraesCS3B02G459800.1	TraesCS3D02G419100.1
OG0012349	TraesCS3A02G424000.1	TraesCS3B02G460000.1	TraesCS3D02G419300.1
OG0012350	TraesCS3A02G424800.1	TraesCS3B02G461100.1	TraesCS3D02G419700.1
OG0012351	TraesCS3A02G424900.4	TraesCS3B02G461200.1	TraesCS3D02G419800.2
OG0012352	TraesCS3A02G425100.1	TraesCS3B02G461500.1	TraesCS3D02G420000.1
OG0012353	TraesCS3A02G425200.1	TraesCS3B02G461600.1	TraesCS3D02G420100.1
OG0012354	TraesCS3A02G425500.1	TraesCS3B02G461800.1	TraesCS3D02G420300.1
OG0012355	TraesCS3A02G425600.1	TraesCS3B02G461900.1	TraesCS3D02G420400.1
